,date,ticker,inventory,deferredLongTermLiab,dividendsPaid,operatingIncome,otherCurrentAssets,netTangibleAssets,otherLiab,issuanceOfStock,grossProfit,netIncomeApplicableToCommonShares,totalCurrentLiabilities,commonStock,totalCurrentAssets,incomeBeforeTax,incomeTaxExpense,totalOtherIncomeExpenseNet,interestExpense,repurchaseOfStock,netReceivables,longTermDebt,changeToNetincome,changeInCash,capitalExpenditures,effectOfAccountingCharges,otherItems,otherCashflowsFromInvestingActivities,depreciation,changeToAccountReceivables,extraordinaryItems,otherCurrentLiab,totalStockholderEquity,intangibleAssets,effectOfExchangeRate,sellingGeneralAdministrative,cash,totalCashflowsFromInvestingActivities,totalCashFromFinancingActivities,netIncomeFromContinuingOps,treasuryStock,deferredLongTermAssetCharges,shortLongTermDebt,totalLiab,costOfRevenue,nonRecurring,otherStockholderEquity,totalCashFromOperatingActivities,otherAssets,totalOperatingExpenses,discontinuedOperations,propertyPlantEquipment,otherCashflowsFromFinancingActivities,netIncome,goodWill,capitalSurplus,otherOperatingExpenses,minorityInterest,ebit,investments,longTermInvestments,shortTermInvestments,retainedEarnings,changeToLiabilities,changeToInventory,changeToOperatingActivities,totalAssets,accountsPayable,netBorrowings,researchDevelopment,totalRevenue,company_name,sector,specific
3,"31 December, 2017",NXPI,1236000000.0,,-74000000.0,527000000.0,382000000.0,-1202000000.0,1801000000.0,233000000.0,4622000000.0,2215000000.0,2718000000.0,71000000.0,6044000000.0,1789000000.0,-483000000.0,1262000000.0,-310000000.0,-286000000.0,879000000.0,5785000000.0,-2006000000.0,1653000000.0,-552000000.0,,,6000000.0,2129000000.0,31000000.0,,74000000.0,13527000000.0,5863000000.0,20000000.0,1064000000.0,3547000000.0,2072000000.0,-2886000000.0,2272000000.0,-165000000.0,324000000.0,751000000.0,10333000000.0,4634000000.0,,177000000.0,2447000000.0,1153000000.0,8729000000.0,,2123000000.0,-89000000.0,2215000000.0,8866000000.0,15960000000.0,40000000,189000000.0,527000000.0,-3000000.0,,,-2339000000.0,225000000.0,-120000000.0,-100000000.0,24049000000.0,1146000000.0,-2744000000.0,1566000000,9256000000.0,NXP Semiconductors N.V.,Technology,Semiconductors
0,"31 December, 2020",OC,855000000.0,,-104000000.0,872000000.0,115000000.0,1245000000.0,875000000.0,,1636000000.0,-383000000.0,1440000000.0,1000000.0,2606000000.0,-256000000.0,129000000.0,-1128000000.0,-132000000.0,-318000000.0,919000000.0,3067000000.0,951000000.0,545000000.0,-307000000.0,,,50000000.0,473000000.0,-109000000.0,,293000000.0,3901000000.0,1667000000.0,-27000000.0,650000000.0,717000000.0,-205000000.0,-358000000.0,-385000000.0,-1988000000.0,28000000.0,,5540000000.0,5419000000.0,,-588000000.0,1135000000.0,128000000.0,6183000000.0,,4036000000.0,-14000000.0,-383000000.0,989000000.0,4059000000.0,32000000,40000000.0,872000000.0,,55000000.0,,1829000000.0,25000000.0,189000000.0,-11000000.0,9481000000.0,875000000.0,78000000.0,82000000,7055000000.0,Owens Corning,Industrials,Building Products & Equipment
1,"31 December, 2019",OC,1033000000.0,,-95000000.0,768000000.0,86000000.0,978000000.0,882000000.0,,1624000000.0,405000000.0,1329000000.0,1000000.0,2061000000.0,591000000.0,186000000.0,-177000000.0,-131000000.0,-61000000.0,770000000.0,2967000000.0,151000000.0,94000000.0,-447000000.0,,,31000000.0,448000000.0,19000000.0,,249000000.0,4631000000.0,1721000000.0,24000000.0,732000000.0,172000000.0,-394000000.0,-573000000.0,405000000.0,-1740000000.0,46000000.0,,5335000000.0,5536000000.0,,-610000000.0,1037000000.0,162000000.0,6392000000.0,,4079000000.0,-6000000.0,405000000.0,1932000000.0,4051000000.0,37000000,40000000.0,768000000.0,,51000000.0,,2319000000.0,-11000000.0,35000000.0,-10000000.0,10006000000.0,815000000.0,-411000000.0,87000000,7160000000.0,Owens Corning,Industrials,Building Products & Equipment
2,"31 December, 2018",OC,1072000000.0,,-92000000.0,853000000.0,76000000.0,555000000.0,807000000.0,,1651000000.0,545000000.0,1278000000.0,1000000.0,2020000000.0,703000000.0,156000000.0,-150000000.0,-117000000.0,-236000000.0,794000000.0,3338000000.0,94000000.0,-168000000.0,-537000000.0,,,64000000.0,423000000.0,39000000.0,,245000000.0,4283000000.0,1779000000.0,-29000000.0,680000000.0,78000000.0,-1589000000.0,647000000.0,547000000.0,-1759000000.0,43000000.0,9000000.0,5447000000.0,5406000000.0,,-656000000.0,803000000.0,161000000.0,6204000000.0,,3811000000.0,-5000000.0,545000000.0,1949000000.0,4028000000.0,29000000,41000000.0,853000000.0,,51000000.0,,2013000000.0,-89000000.0,-216000000.0,7000000.0,9771000000.0,851000000.0,980000000.0,89000000,7057000000.0,Owens Corning,Industrials,Building Products & Equipment
3,"31 December, 2017",OC,841000000.0,,-89000000.0,780000000.0,92000000.0,1295000000.0,741000000.0,,1594000000.0,289000000.0,1282000000.0,1000000.0,1985000000.0,559000000.0,269000000.0,-221000000.0,-107000000.0,-159000000.0,806000000.0,2374000000.0,319000000.0,135000000.0,-337000000.0,,,3000000.0,354000000.0,-66000000.0,,174000000.0,4162000000.0,1360000000.0,17000000.0,674000000.0,246000000.0,-901000000.0,3000000.0,290000000.0,-1425000000.0,144000000.0,4000000.0,4428000000.0,4790000000.0,,-514000000.0,1016000000.0,303000000.0,5604000000.0,,3425000000.0,13000000.0,289000000.0,1507000000.0,4011000000.0,55000000,42000000.0,780000000.0,,52000000.0,,1575000000.0,187000000.0,-57000000.0,-10000000.0,8632000000.0,834000000.0,238000000.0,85000000,6384000000.0,Owens Corning,Industrials,Building Products & Equipment
0,"31 December, 2021",ON,1379500000.0,,,1385100000.0,240100000.0,2152200000.0,411700000.0,23500000.0,2714300000.0,1009600000.0,1543400000.0,6000000.0,3781600000.0,1157800000.0,146600000.0,-227300000.0,-130400000.0,-38900000.0,809400000.0,2913900000.0,223900000.0,296200000.0,-492000000.0,,,,596700000.0,-136300000.0,,253500000.0,4585400000.0,495700000.0,-1300000.0,574600000.0,1352600000.0,-915100000.0,-569400000.0,1011200000.0,-2489000000.0,366300000.0,160700000.0,5021600000.0,4025500000.0,,-40600000.0,1782000000.0,694500000.0,5354700000.0,,2716700000.0,-70800000.0,1009600000.0,1937500000.0,4633300000.0,600000,19000000.0,1385100000.0,-44700000.0,,,2435100000.0,70700000.0,-122800000.0,129500000.0,9626000000.0,635100000.0,-483200000.0,655000000,6739800000.0,ON Semiconductor Corporation,Technology,Semiconductors
1,"31 December, 2020",ON,1251400000.0,,,418300000.0,176000000.0,1406100000.0,360000000.0,23600000.0,1715800000.0,234200000.0,1674500000.0,5700000.0,3184100000.0,176600000.0,-59800000.0,-241700000.0,-168400000.0,-85400000.0,676000000.0,2959700000.0,11600000.0,187300000.0,-483600000.0,,,28200000.0,625100000.0,31400000.0,,258800000.0,3538500000.0,469000000.0,600000.0,538200000.0,1080700000.0,-453600000.0,-244000000.0,236400000.0,-2025800000.0,429000000.0,531600000.0,5109900000.0,3539200000.0,,-57600000.0,884300000.0,702900000.0,4836700000.0,,2648600000.0,-16300000.0,234200000.0,1663400000.0,4133100000.0,-3900000,19600000.0,418300000.0,-44700000.0,,,1425500000.0,34200000.0,-26300000.0,-38000000.0,8668000000.0,572900000.0,-165900000.0,642900000,5255000000.0,ON Semiconductor Corporation,Technology,Semiconductors
2,"31 December, 2019",ON,1232400000.0,,,617500000.0,188400000.0,1052000000.0,318600000.0,27900000.0,1973600000.0,211700000.0,1818400000.0,5700000.0,3020000000.0,276600000.0,62700000.0,-340900000.0,-148300000.0,-172500000.0,705000000.0,2876400000.0,143600000.0,-192900000.0,-630000000.0,,,28200000.0,593100000.0,4700000.0,,269800000.0,3301700000.0,590500000.0,200000.0,599600000.0,894200000.0,-1510900000.0,623100000.0,213900000.0,-1704800000.0,307800000.0,736000000.0,5101400000.0,3544300000.0,,-54300000.0,694700000.0,454000000.0,4900400000.0,,2701800000.0,-41900000.0,211700000.0,1659200000.0,3809500000.0,400000,22400000.0,617500000.0,-44700000.0,,,1191300000.0,-79900000.0,34600000.0,-226100000.0,8425500000.0,543600000.0,809600000.0,640900000,5517900000.0,ON Semiconductor Corporation,Technology,Semiconductors
3,"31 December, 2018",ON,1225200000.0,,,858100000.0,187000000.0,1672700000.0,296600000.0,30700000.0,2238700000.0,627400000.0,1469300000.0,5600000.0,3167800000.0,755000000.0,125100000.0,-103100000.0,-128200000.0,-346900000.0,686000000.0,2627600000.0,194600000.0,120500000.0,-514800000.0,,,16500000.0,508700000.0,-2700000.0,,333000000.0,3171600000.0,566400000.0,300000.0,622400000.0,1069600000.0,-548900000.0,-605100000.0,629900000.0,-1515900000.0,266200000.0,138500000.0,4393500000.0,3639600000.0,,-37900000.0,1274200000.0,371300000.0,5020200000.0,,2549600000.0,-2200000.0,627400000.0,932500000.0,3702300000.0,-4200000,22500000.0,858100000.0,-24600000.0,,,979600000.0,44800000.0,-129500000.0,17700000.0,7587600000.0,671700000.0,-286700000.0,650700000,5878300000.0,ON Semiconductor Corporation,Technology,Semiconductors
0,"30 September, 2021",OSK,1267400000.0,50600000.0,-90400000.0,543600000.0,58200000.0,1729000000.0,496900000.0,42800000.0,1225500000.0,472700000.0,2151700000.0,700000.0,4417900000.0,497900000.0,25200000.0,-45700000.0,-48200000.0,-122100000.0,1716500000.0,818800000.0,115700000.0,792900000.0,-114800000.0,,,3300000.0,98800000.0,-65500000.0,,1030000000.0,3247800000.0,466800000.0,-2700000.0,672300000.0,1375800000.0,-245600000.0,-180400000.0,472700000.0,-686800000.0,8300000.0,,3643800000.0,6511800000.0,,-131000000.0,1221600000.0,90900000.0,7193700000.0,,812800000.0,-5500000.0,472700000.0,1052000000.0,804600000.0,,,543600000.0,-41000000.0,51200000.0,,3129300000.0,414700000.0,246700000.0,93600000.0,6891600000.0,860400000.0,-5200000.0,,7737300000.0,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery
1,"30 September, 2020",OSK,1505400000.0,,-81800000.0,488800000.0,60900000.0,1423000000.0,443400000.0,26100000.0,1113400000.0,324500000.0,1585100000.0,700000.0,3535800000.0,437300000.0,112800000.0,-51500000.0,-59300000.0,-51500000.0,1386600000.0,817900000.0,54100000.0,134500000.0,-130200000.0,,,14300000.0,93700000.0,332500000.0,,804200000.0,2850700000.0,418200000.0,300000.0,613600000.0,582900000.0,-77600000.0,-115500000.0,324500000.0,-698600000.0,78600000.0,,2965200000.0,5743400000.0,,-198400000.0,327300000.0,111700000.0,6368000000.0,,728100000.0,-12200000.0,324500000.0,1009500000.0,800900000.0,,,488800000.0,-2900000.0,12600000.0,,2747700000.0,-110200000.0,-246700000.0,-72100000.0,5815900000.0,577800000.0,3900000.0,,6856800000.0,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery
2,"30 September, 2019",OSK,1249200000.0,,-75500000.0,794900000.0,78900000.0,1171800000.0,405600000.0,11300000.0,1517400000.0,579400000.0,1741900000.0,700000.0,3408300000.0,750700000.0,171300000.0,-44200000.0,-54400000.0,-357400000.0,1631800000.0,819000000.0,37200000.0,-6200000.0,-174200000.0,,,5600000.0,113600000.0,-66600000.0,,762800000.0,2599800000.0,432300000.0,100000.0,685600000.0,448400000.0,-153000000.0,-421600000.0,579400000.0,-714400000.0,107900000.0,,2966500000.0,6864600000.0,,-201600000.0,568300000.0,145400000.0,7587100000.0,,573600000.0,-12200000.0,579400000.0,995700000.0,808500000.0,,,794900000.0,500000.0,11000000.0,,2505000000.0,-77400000.0,-111000000.0,55300000.0,5566300000.0,795500000.0,3900000.0,,8382000000.0,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery
3,"30 September, 2018",OSK,1227700000.0,,-71200000.0,627900000.0,66000000.0,1036200000.0,272600000.0,16600000.0,1352000000.0,471900000.0,1690100000.0,700000.0,3269900000.0,595700000.0,123800000.0,-32200000.0,-71600000.0,-257000000.0,1521600000.0,818000000.0,38700000.0,7600000.0,-100100000.0,,,-1800000.0,118100000.0,-227000000.0,,720700000.0,2513500000.0,469400000.0,600000.0,685800000.0,454600000.0,-90400000.0,-338900000.0,471900000.0,-309900000.0,9700000.0,,2780700000.0,6353500000.0,,-106800000.0,436300000.0,53000000.0,7077600000.0,,481100000.0,-12900000.0,471900000.0,1007900000.0,814800000.0,,,627900000.0,500000.0,12900000.0,,2007900000.0,55900000.0,-38600000.0,-11300000.0,5294200000.0,776900000.0,-14400000.0,,7705500000.0,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery
0,"31 December, 2021",OTIS,622000000.0,,-393000000.0,2230000000.0,2292000000.0,-5711000000.0,1431000000.0,,4193000000.0,1246000000.0,6247000000.0,119000000.0,8261000000.0,1961000000.0,541000000.0,-269000000.0,-136000000.0,-725000000.0,3782000000.0,7249000000.0,141000000.0,1676000000.0,-156000000.0,,,107000000.0,203000000.0,-99000000.0,,2830000000.0,-3625000000.0,419000000.0,-43000000.0,1909000000.0,1565000000.0,-89000000.0,58000000.0,1420000000.0,-1488000000.0,335000000.0,,15263000000.0,10105000000.0,,-763000000.0,1750000000.0,632000000.0,12068000000.0,,1300000000.0,-199000000.0,1246000000.0,1667000000.0,,-105000000,641000000.0,2230000000.0,40000000.0,,,-2256000000.0,130000000.0,14000000.0,115000000.0,12279000000.0,1556000000.0,1375000000.0,159000000,14298000000.0,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery
1,"31 December, 2020",OTIS,659000000.0,,-260000000.0,1879000000.0,446000000.0,-6119000000.0,1609000000.0,,3779000000.0,906000000.0,6673000000.0,59000000.0,6493000000.0,1511000000.0,455000000.0,-368000000.0,-129000000.0,-725000000.0,3606000000.0,5262000000.0,306000000.0,342000000.0,-183000000.0,,,-66000000.0,191000000.0,119000000.0,,2755000000.0,-3862000000.0,484000000.0,59000000.0,1769000000.0,1782000000.0,-353000000.0,-844000000.0,1056000000.0,-815000000.0,334000000.0,,13911000000.0,8977000000.0,,-815000000.0,1480000000.0,644000000.0,10877000000.0,,1316000000.0,-6531000000.0,906000000.0,1773000000.0,,-21000000,661000000.0,1879000000.0,-51000000.0,,,-3106000000.0,20000000.0,-76000000.0,14000000.0,10710000000.0,1453000000.0,5947000000.0,152000000,12756000000.0,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery
2,"31 December, 2019",OTIS,571000000.0,,-260000000.0,1953000000.0,251000000.0,-437000000.0,1596000000.0,,3826000000.0,1103000000.0,5374000000.0,2458000000.0,5658000000.0,1861000000.0,594000000.0,-92000000.0,-129000000.0,-725000000.0,3390000000.0,5000000.0,205000000.0,113000000.0,-145000000.0,,,-11000000.0,180000000.0,-94000000.0,,2427000000.0,1700000000.0,490000000.0,-20000000.0,1699000000.0,1446000000.0,-203000000.0,-1133000000.0,1267000000.0,-758000000.0,373000000.0,,7361000000.0,9292000000.0,,-758000000.0,1469000000.0,636000000.0,11165000000.0,,1256000000.0,-1139000000.0,1116000000.0,1647000000.0,,11000000,626000000.0,1953000000.0,-51000000.0,,,,6000000.0,60000000.0,-4000000.0,9687000000.0,1331000000.0,6000000.0,163000000,13118000000.0,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery
3,"31 December, 2018",OTIS,637000000.0,,-260000000.0,1925000000.0,269000000.0,-688000000.0,1617000000.0,,3726000000.0,1049000000.0,5303000000.0,2277000000.0,5612000000.0,1893000000.0,683000000.0,-32000000.0,-129000000.0,-725000000.0,3377000000.0,,319000000.0,-225000000.0,-172000000.0,,,21000000.0,190000000.0,-187000000.0,,2482000000.0,1569000000.0,569000000.0,-77000000.0,1645000000.0,1329000000.0,-201000000.0,-1497000000.0,1210000000.0,-708000000.0,364000000.0,,6920000000.0,9189000000.0,,-708000000.0,1550000000.0,588000000.0,10990000000.0,,678000000.0,-1508000000.0,1049000000.0,1688000000.0,,-25000000,646000000.0,1925000000.0,-51000000.0,,,,124000000.0,24000000.0,31000000.0,9135000000.0,1351000000.0,11000000.0,181000000,12915000000.0,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery
0,"31 December, 2020",OXY,1898000000.0,,-1845000000.0,-8335000000.0,2688000000.0,8811000000.0,16060000000.0,134000000.0,9341000000.0,-15675000000.0,8223000000.0,216000000.0,8819000000.0,-15705000000.0,-2172000000.0,-7370000000.0,-1852000000.0,-12000000.0,2225000000.0,36251000000.0,4868000000.0,-1380000000.0,-2535000000.0,,,-560000000.0,15196000000.0,2062000000.0,,1330000000.0,8811000000.0,,,864000000.0,2008000000.0,-819000000.0,-4516000000.0,-13533000000.0,-10953000000.0,,1334000000.0,61491000000.0,8468000000.0,,-288000000.0,3955000000.0,1044000000.0,26144000000.0,-1298000000.0,66951000000.0,-813000000.0,-14831000000.0,,16552000000.0,1484000000,,-8335000000.0,109000000.0,3250000000.0,,2996000000.0,-3228000000.0,-484000000.0,350000000.0,80064000000.0,2987000000.0,-1980000000.0,,17809000000.0,Occidental Petroleum Corporation,Energy,Oil & Gas E&P
1,"31 December, 2019",OXY,1581000000.0,,-2624000000.0,2747000000.0,5696000000.0,23270000000.0,20068000000.0,10028000000.0,12524000000.0,-985000000.0,12705000000.0,209000000.0,14633000000.0,354000000.0,861000000.0,-2393000000.0,-880000000.0,-237000000.0,4319000000.0,38966000000.0,590000000.0,541000000.0,-6367000000.0,,,-424000000.0,6425000000.0,401000000.0,,2969000000.0,24470000000.0,,,893000000.0,3032000000.0,-29027000000.0,22193000000.0,-507000000.0,-10874000000.0,,657000000.0,72958000000.0,8387000000.0,,-221000000.0,7375000000.0,1322000000.0,18164000000.0,-15000000.0,83641000000.0,-31000000.0,-667000000.0,1200000000.0,14955000000.0,2212000000,,2747000000.0,355000000.0,6394000000.0,,20180000000.0,358000000.0,78000000.0,170000000.0,107190000000.0,4910000000.0,15057000000.0,,20911000000.0,Occidental Petroleum Corporation,Energy,Oil & Gas E&P
2,"31 December, 2018",OXY,1260000000.0,,-2374000000.0,4701000000.0,678000000.0,21330000000.0,4911000000.0,33000000.0,11256000000.0,4114000000.0,7412000000.0,179000000.0,9932000000.0,5608000000.0,1477000000.0,907000000.0,-356000000.0,-1248000000.0,4961000000.0,10201000000.0,-411000000.0,1361000000.0,-4975000000.0,,,55000000.0,4393000000.0,955000000.0,,807000000.0,21330000000.0,,,585000000.0,3033000000.0,-3206000000.0,-3102000000.0,4131000000.0,-10645000000.0,,116000000.0,22524000000.0,6568000000.0,,-172000000.0,7669000000.0,805000000.0,13123000000.0,-15000000.0,31437000000.0,9000000.0,4131000000.0,,8046000000.0,1467000000,,4701000000.0,-182000000.0,1680000000.0,,23750000000.0,-1500000000.0,-108000000.0,171000000.0,43854000000.0,4885000000.0,478000000.0,,17824000000.0,Occidental Petroleum Corporation,Energy,Oil & Gas E&P
3,"31 December, 2017",OXY,1246000000.0,,-2346000000.0,694000000.0,1131000000.0,20572000000.0,4726000000.0,28000000.0,6914000000.0,1305000000.0,7400000000.0,179000000.0,8270000000.0,1328000000.0,17000000.0,634000000.0,-324000000.0,-25000000.0,4221000000.0,9328000000.0,-1040000000.0,-561000000.0,-3599000000.0,,,122000000.0,4403000000.0,-158000000.0,,948000000.0,20572000000.0,,,546000000.0,1672000000.0,-3079000000.0,-2343000000.0,1311000000.0,-9426000000.0,,500000000.0,21454000000.0,5594000000.0,,-258000000.0,4861000000.0,1067000000.0,11814000000.0,-15000000.0,31174000000.0,9000000.0,1311000000.0,,7884000000.0,1189000000,,694000000.0,59000000.0,1515000000.0,,21935000000.0,-89000000.0,-349000000.0,719000000.0,42026000000.0,4408000000.0,478000000.0,,12508000000.0,Occidental Petroleum Corporation,Energy,Oil & Gas E&P
0,"31 December, 2021",PCAR,1768300000.0,,-708000000.0,2290500000.0,,11437400000.0,,37500000.0,3162000000.0,1852100000.0,6217600000.0,11437400000.0,8156400000.0,2378600000.0,526500000.0,88100000.0,,-1500000.0,1575100000.0,,-329700000.0,-111300000.0,-1632800000.0,,,,903300000.0,-239000000.0,,,11437400000.0,,-52400000.0,547400000.0,3428300000.0,-1362700000.0,-882900000.0,1852100000.0,,,,17864300000.0,20360300000.0,,,2186700000.0,,21231800000.0,,5726400000.0,,1852100000.0,,,,,2290500000.0,-176100000.0,,1384700000.0,,0.0,,,29301700000.0,6217600000.0,-210900000.0,324100000,23522300000.0,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
1,"31 December, 2020",PCAR,1221900000.0,,-443280000.0,1618200000.0,515600000.0,10390000000.0,1546300000.0,53700000.0,2301000000.0,1298400000.0,7869300000.0,346600000.0,20135800000.0,1657900000.0,359500000.0,39700000.0,-8700000.0,-42100000.0,1197500000.0,,-136200000.0,-635500000.0,-1638400000.0,,,17300000.0,397100000.0,993000000.0,,2138600000.0,10390000000.0,,61600000.0,408900000.0,3405000000.0,-1875800000.0,-1808500000.0,1298400000.0,-1050300000.0,90400000.0,,17870000000.0,16427500000.0,,-1050300000.0,2987200000.0,967000000.0,17110300000.0,,3724200000.0,,1298400000.0,,88500000.0,,,1618200000.0,-244600000.0,,1429000000.0,11005200000.0,-53600000.0,-48200000.0,-115200000.0,28260000000.0,1176200000.0,-580300000.0,273900000,18728500000.0,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
2,"31 December, 2019",PCAR,1153200000.0,,-1138600000.0,3034000000.0,388000000.0,9706100000.0,1833000000.0,60800000.0,3863000000.0,2387900000.0,8619600000.0,346300000.0,20733300000.0,3099200000.0,711300000.0,65200000.0,-9600000.0,-110200000.0,1306100000.0,,77100000.0,739200000.0,-1970800000.0,,,1100000.0,471900000.0,-592500000.0,,2291500000.0,9706100000.0,,2900000.0,502400000.0,4007300000.0,-2207400000.0,83400000.0,2387900000.0,-1100100000.0,115400000.0,,18655000000.0,21736700000.0,,-1100100000.0,2860300000.0,810900000.0,22565700000.0,,3462100000.0,,2387900000.0,,61400000.0,,,3034000000.0,-135100000.0,,1162100000.0,10398500000.0,-27600000.0,24600000.0,-86500000.0,28361100000.0,1115700000.0,1271400000.0,326600000,25599700000.0,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
3,"31 December, 2018",PCAR,1184700000.0,,-804300000.0,2743200000.0,364700000.0,8592900000.0,1840900000.0,19300000.0,3519500000.0,2195100000.0,7669500000.0,346600000.0,18483500000.0,2810200000.0,615100000.0,67000000.0,-9600000.0,-354400000.0,1314400000.0,,-19800000.0,1071200000.0,-1952300000.0,,,-1900000.0,1054100000.0,-811400000.0,,1670900000.0,8592900000.0,,-61500000.0,470200000.0,3279200000.0,-1930700000.0,71100000.0,2195100000.0,-1098500000.0,97100000.0,,16889500000.0,19976200000.0,,-1098500000.0,2992300000.0,651900000.0,20752500000.0,,3267500000.0,,2195100000.0,,69400000.0,,,2743200000.0,315600000.0,,1020400000.0,9275400000.0,528900000.0,-332700000.0,378100000.0,25482400000.0,1304900000.0,1210500000.0,306100000,23495700000.0,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery
0,"26 December, 2020",PEP,4172000000.0,130000000.0,-5509000000.0,10807000000.0,48000000.0,-24618000000.0,14391000000.0,179000000.0,38637000000.0,7120000000.0,23372000000.0,23000000.0,23001000000.0,9069000000.0,1894000000.0,-1738000000.0,-1128000000.0,-2096000000.0,8404000000.0,40370000000.0,1248000000.0,2684000000.0,-4240000000.0,,,42000000.0,2396000000.0,-420000000.0,,5285000000.0,13454000000.0,19315000000.0,-129000000.0,27117000000.0,8185000000.0,-11619000000.0,3819000000.0,7175000000.0,-53922000000.0,4372000000.0,3358000000.0,79366000000.0,31735000000.0,,-15476000000.0,10613000000.0,6014000000.0,59565000000.0,,23039000000.0,-48000000.0,7120000000.0,18757000000.0,3910000000.0,-6000000,98000000.0,10807000000.0,-1108000000.0,2792000000.0,1366000000.0,63443000000.0,766000000.0,-516000000.0,26000000.0,92918000000.0,8853000000.0,11293000000.0,719000000,70372000000.0,"PepsiCo, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
1,"28 December, 2019",PEP,3338000000.0,147000000.0,-5304000000.0,10671000000.0,55000000.0,-16758000000.0,12952000000.0,329000000.0,37178000000.0,7314000000.0,20461000000.0,23000000.0,17645000000.0,9312000000.0,1959000000.0,-1359000000.0,-935000000.0,-3114000000.0,7822000000.0,29148000000.0,382000000.0,-5199000000.0,-4232000000.0,,,-8000000.0,2266000000.0,-650000000.0,,4486000000.0,14786000000.0,16043000000.0,78000000.0,25795000000.0,5509000000.0,-6437000000.0,-8489000000.0,7353000000.0,-51069000000.0,4359000000.0,2848000000.0,63679000000.0,29983000000.0,,-14300000000.0,9649000000.0,5822000000.0,56490000000.0,,20853000000.0,-45000000.0,7314000000.0,15501000000.0,3886000000.0,1000000,82000000.0,10671000000.0,97000000.0,2683000000.0,229000000.0,61946000000.0,735000000.0,-190000000.0,-87000000.0,78547000000.0,8013000000.0,-355000000.0,711000000,67161000000.0,"PepsiCo, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
2,"29 December, 2018",PEP,3128000000.0,112000000.0,-4930000000.0,10376000000.0,2044000000.0,-16115000000.0,12613000000.0,281000000.0,35280000000.0,12513000000.0,22138000000.0,23000000.0,21893000000.0,9189000000.0,-3370000000.0,-1187000000.0,-1219000000.0,-2103000000.0,7142000000.0,28295000000.0,-6411000000.0,112000000.0,-3282000000.0,,,2000000.0,2195000000.0,-253000000.0,,6603000000.0,14518000000.0,15825000000.0,-98000000.0,24227000000.0,8721000000.0,4564000000.0,-13769000000.0,12559000000.0,-49405000000.0,4364000000.0,3953000000.0,63046000000.0,29381000000.0,,-15119000000.0,9415000000.0,5124000000.0,54285000000.0,,17589000000.0,-55000000.0,12515000000.0,14808000000.0,3953000000.0,-3000000,84000000.0,10376000000.0,8701000000.0,2409000000.0,272000000.0,59947000000.0,882000000.0,-174000000.0,9000000.0,77648000000.0,7213000000.0,-6962000000.0,680000000,64661000000.0,"PepsiCo, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
3,"30 December, 2017",PEP,2947000000.0,134000000.0,-4472000000.0,10627000000.0,46000000.0,-17537000000.0,14525000000.0,462000000.0,34729000000.0,4853000000.0,20502000000.0,24000000.0,31027000000.0,9602000000.0,4694000000.0,-1025000000.0,-1151000000.0,-2145000000.0,7024000000.0,33796000000.0,3291000000.0,1488000000.0,-2969000000.0,,,29000000.0,2145000000.0,-202000000.0,,4115000000.0,11045000000.0,13838000000.0,47000000.0,23366000000.0,10610000000.0,-4403000000.0,-4186000000.0,4908000000.0,-45814000000.0,,4020000000.0,68823000000.0,28796000000.0,,-13057000000.0,10030000000.0,913000000.0,52898000000.0,,17240000000.0,-76000000.0,4857000000.0,14744000000.0,3996000000.0,-1000000,92000000.0,10627000000.0,-1910000000.0,2042000000.0,8900000000.0,52839000000.0,201000000.0,-168000000.0,20000000.0,79804000000.0,6727000000.0,2050000000.0,737000000,63525000000.0,"PepsiCo, Inc.",Consumer Defensive,Beverages—Non-Alcoholic
